block.minecraft.light_gray_shulker_box,Light Gray Shulker Box,mirdo huyorangi Shulker Box
block.minecraft.cyan_shulker_box,Cyan Shulker Box,ciani Shulker Box
block.minecraft.purple_shulker_box,Purple Shulker Box,violeti Shulker Box
block.minecraft.blue_shulker_box,Blue Shulker Box,nili Shulker Box
block.minecraft.brown_shulker_box,Brown Shulker Box,bruni Shulker Box
block.minecraft.green_shulker_box,Green Shulker Box,lugi Shulker Box
block.minecraft.red_shulker_box,Red Shulker Box,kirmi Shulker Box
block.minecraft.black_shulker_box,Black Shulker Box,cerni Shulker Box
block.minecraft.white_glazed_terracotta,White Glazed Terracotta,baki Glazed Terracotta
block.minecraft.orange_glazed_terracotta,Orange Glazed Terracotta,oranji Glazed Terracotta
block.minecraft.magenta_glazed_terracotta,Magenta Glazed Terracotta,majenti Glazed Terracotta
block.minecraft.light_blue_glazed_terracotta,Light Blue Glazed Terracotta,samanonili Glazed Terracotta
block.minecraft.yellow_glazed_terracotta,Yellow Glazed Terracotta,limonorangi Glazed Terracotta
block.minecraft.lime_glazed_terracotta,Lime Glazed Terracotta,Lime Glazed Terracotta
block.minecraft.pink_glazed_terracotta,Pink Glazed Terracotta,rozorangi Glazed Terracotta
block.minecraft.gray_glazed_terracotta,Gray Glazed Terracotta,huyorangi Glazed Terracotta
block.minecraft.light_gray_glazed_terracotta,Light Gray Glazed Terracotta,mirdo huyorangi Glazed Terracotta
block.minecraft.cyan_glazed_terracotta,Cyan Glazed Terracotta,ciani Glazed Terracotta
block.minecraft.purple_glazed_terracotta,Purple Glazed Terracotta,violeti Glazed Terracotta
block.minecraft.blue_glazed_terracotta,Blue Glazed Terracotta,nili Glazed Terracotta
block.minecraft.brown_glazed_terracotta,Brown Glazed Terracotta,bruni Glazed Terracotta
block.minecraft.green_glazed_terracotta,Green Glazed Terracotta,lugi Glazed Terracotta
block.minecraft.red_glazed_terracotta,Red Glazed Terracotta,kirmi Glazed Terracotta
block.minecraft.black_glazed_terracotta,Black Glazed Terracotta,cerni Glazed Terracotta
block.minecraft.black_concrete,Black Concrete,cermi betone
block.minecraft.red_concrete,Red Concrete,kirmi betone
block.minecraft.green_concrete,Green Concrete,lugi betone
block.minecraft.brown_concrete,Brown Concrete,bruni betone
block.minecraft.blue_concrete,Blue Concrete,nili betone
block.minecraft.purple_concrete,Purple Concrete,violeti betone
block.minecraft.cyan_concrete,Cyan Concrete,ciani betone
block.minecraft.light_gray_concrete,Light Gray Concrete,mirdo huyorangi betone
block.minecraft.gray_concrete,Gray Concrete,huyorangi betone
block.minecraft.pink_concrete,Pink Concrete,rozorangi betone
block.minecraft.lime_concrete,Lime Concrete,Lime betone
block.minecraft.yellow_concrete,Yellow Concrete,limonorangi betone
block.minecraft.light_blue_concrete,Light Blue Concrete,samanonili betone
block.minecraft.magenta_concrete,Magenta Concrete,majenti betone
block.minecraft.orange_concrete,Orange Concrete,oranji betone
block.minecraft.white_concrete,White Concrete,baki betone
block.minecraft.black_concrete_powder,Black Concrete Powder,cermi betoni fune
block.minecraft.red_concrete_powder,Red Concrete Powder,kirmi betoni fune
block.minecraft.green_concrete_powder,Green Concrete Powder,lugi betoni fune
block.minecraft.brown_concrete_powder,Brown Concrete Powder,bruni betoni fune
block.minecraft.blue_concrete_powder,Blue Concrete Powder,nili betoni fune
block.minecraft.purple_concrete_powder,Purple Concrete Powder,violeti betoni fune
block.minecraft.cyan_concrete_powder,Cyan Concrete Powder,ciani betoni fune
block.minecraft.light_gray_concrete_powder,Light Gray Concrete Powder,mirdo huyorangi betoni fune
block.minecraft.gray_concrete_powder,Gray Concrete Powder,huyorangi betoni fune
block.minecraft.pink_concrete_powder,Pink Concrete Powder,rozorangi betoni fune
block.minecraft.lime_concrete_powder,Lime Concrete Powder,Lime betoni fune
block.minecraft.yellow_concrete_powder,Yellow Concrete Powder,limonorangi betoni fune
block.minecraft.light_blue_concrete_powder,Light Blue Concrete Powder,samanonili betoni fune
block.minecraft.magenta_concrete_powder,Magenta Concrete Powder,majenti betoni fune
block.minecraft.orange_concrete_powder,Orange Concrete Powder,oranji betoni fune
block.minecraft.white_concrete_powder,White Concrete Powder,baki betoni fune
block.minecraft.turtle_egg,Turtle Egg,tortugi ande
block.minecraft.two_turtle_eggs,Two Turtle Eggs,duli tortugi ande
block.minecraft.three_turtle_eggs,Three Turtle Eggs,tini tortugi ande
block.minecraft.four_turtle_eggs,Four Turtle Eggs,cari tortugi ande
block.minecraft.banner,Banner,bandere
block.minecraft.wall_banner,Wall Banner,wali bandere
block.minecraft.piston_head,Piston Head,sare da puxer
block.minecraft.moving_piston,Moving Piston,kinu du puxer
block.minecraft.red_mushroom,Red Mushroom,kirmi Mushroom
block.minecraft.snow_block,Snow Block,himi bloke
block.minecraft.attached_melon_stem,Attached Melon Stem,Attached Melon Stem
block.minecraft.melon_stem,Melon Stem,Melon Stem
block.minecraft.brewing_stand,Brewing Stand,libobaze da kukia
block.minecraft.end_portal,End Portal,mun da finia
block.minecraft.flower_pot,Flower Pot,fulovaze
block.minecraft.potted_oak_sapling,Potted Oak Sapling,Potted Oak Sapling
block.minecraft.potted_spruce_sapling,Potted Spruce Sapling,Potted Spruce Sapling
block.minecraft.potted_birch_sapling,Potted Birch Sapling,Potted Birch Sapling
block.minecraft.potted_jungle_sapling,Potted Jungle Sapling,Potted Jungle Sapling
block.minecraft.potted_acacia_sapling,Potted Acacia Sapling,Potted Acacia Sapling
block.minecraft.potted_dark_oak_sapling,Potted Dark Oak Sapling,Potted Dark Oak Sapling
block.minecraft.potted_fern,Potted Fern,Potted Fern
block.minecraft.potted_dandelion,Potted Dandelion,Potted Dandelion
block.minecraft.potted_poppy,Potted Poppy,Potted Poppy
block.minecraft.potted_blue_orchid,Potted Blue Orchid,Potted nili Orchid
block.minecraft.potted_allium,Potted Allium,Potted Allium
block.minecraft.potted_azure_bluet,Potted Azure Bluet,Potted Azure Bluet
block.minecraft.potted_red_tulip,Potted Red Tulip,vazi kirmi tulpane
block.minecraft.potted_orange_tulip,Potted Orange Tulip,vazi oranji tulpane
block.minecraft.potted_white_tulip,Potted White Tulip,vazi baki tulpane
block.minecraft.potted_pink_tulip,Potted Pink Tulip,vazi rozorangi tulpane
block.minecraft.potted_oxeye_daisy,Potted Oxeye Daisy,Potted Oxeye Daisy
block.minecraft.potted_cornflower,Potted Cornflower,Potted Cornflower
block.minecraft.potted_lily_of_the_valley,Potted Lily of the Valley,vazi susane sa vale
block.minecraft.potted_wither_rose,Potted Wither Rose,Potted Wither Rose
block.minecraft.potted_red_mushroom,Potted Red Mushroom,Potted kirmi Mushroom
block.minecraft.potted_brown_mushroom,Potted Brown Mushroom,Potted bruni Mushroom
block.minecraft.potted_dead_bush,Potted Dead Bush,Potted morti Bush
block.minecraft.potted_cactus,Potted Cactus,Potted Cactus
block.minecraft.potted_bamboo,Potted Bamboo,vazi banse
block.minecraft.skeleton_wall_skull,Skeleton Wall Skull,ostojami wali sare
block.minecraft.skeleton_skull,Skeleton Skull,ostojami sare
block.minecraft.wither_skeleton_wall_skull,Wither Skeleton Wall Skull,Wither Skeleton Wall Skull
block.minecraft.wither_skeleton_skull,Wither Skeleton Skull,Wither Skeleton Skull
block.minecraft.zombie_wall_head,Zombie Wall Head,zombi wali sare
block.minecraft.zombie_head,Zombie Head,zombi sare
block.minecraft.player_wall_head,Player Wall Head,gemeri wali sare
block.minecraft.player_head,Player Head,gemeri sare
block.minecraft.player_head.named,%s's Head,%s du sare
block.minecraft.creeper_wall_head,Creeper Wall Head,kriperi wali sare
block.minecraft.creeper_head,Creeper Head,kriperi sare
block.minecraft.dragon_wall_head,Dragon Wall Head,lungi wali sare
block.minecraft.dragon_head,Dragon Head,lungi sare
block.minecraft.end_gateway,End Gateway,fini mun
block.minecraft.structure_void,Structure Void,kale da bine
block.minecraft.structure_block,Structure Block,bloke da bine
block.minecraft.void_air,Void Air,kali aire
block.minecraft.cave_air,Cave Air,guhi aire
block.minecraft.bubble_column,Bubble Column,kolume du bule
block.minecraft.dead_tube_coral_block,Dead Tube Coral Block,Dead Tube Coral Block
block.minecraft.dead_brain_coral_block,Dead Brain Coral Block,Dead Brain Coral Block
block.minecraft.dead_bubble_coral_block,Dead Bubble Coral Block,Dead Bubble Coral Block
block.minecraft.dead_fire_coral_block,Dead Fire Coral Block,Dead Fire Coral Block
block.minecraft.dead_horn_coral_block,Dead Horn Coral Block,Dead Horn Coral Block
block.minecraft.tube_coral_block,Tube Coral Block,Tube Coral Block
block.minecraft.brain_coral_block,Brain Coral Block,Brain Coral Block
block.minecraft.bubble_coral_block,Bubble Coral Block,Bubble Coral Block
block.minecraft.fire_coral_block,Fire Coral Block,Fire Coral Block
block.minecraft.horn_coral_block,Horn Coral Block,Horn Coral Block
block.minecraft.tube_coral,Tube Coral,Tube Coral
block.minecraft.brain_coral,Brain Coral,Brain Coral
block.minecraft.bubble_coral,Bubble Coral,Bubble Coral
block.minecraft.fire_coral,Fire Coral,Fire Coral
block.minecraft.horn_coral,Horn Coral,Horn Coral
block.minecraft.dead_tube_coral,Dead Tube Coral,Dead Tube Coral
block.minecraft.dead_brain_coral,Dead Brain Coral,Dead Brain Coral
block.minecraft.dead_bubble_coral,Dead Bubble Coral,Dead Bubble Coral
block.minecraft.dead_fire_coral,Dead Fire Coral,Dead Fire Coral
block.minecraft.dead_horn_coral,Dead Horn Coral,Dead Horn Coral
block.minecraft.tube_coral_fan,Tube Coral Fan,Tube Coral Fan
block.minecraft.brain_coral_fan,Brain Coral Fan,Brain Coral Fan
block.minecraft.bubble_coral_fan,Bubble Coral Fan,Bubble Coral Fan
block.minecraft.fire_coral_fan,Fire Coral Fan,Fire Coral Fan
block.minecraft.horn_coral_fan,Horn Coral Fan,Horn Coral Fan
block.minecraft.dead_tube_coral_fan,Dead Tube Coral Fan,Dead Tube Coral Fan
block.minecraft.dead_brain_coral_fan,Dead Brain Coral Fan,Dead Brain Coral Fan
block.minecraft.dead_bubble_coral_fan,Dead Bubble Coral Fan,Dead Bubble Coral Fan
block.minecraft.dead_fire_coral_fan,Dead Fire Coral Fan,Dead Fire Coral Fan
block.minecraft.dead_horn_coral_fan,Dead Horn Coral Fan,Dead Horn Coral Fan
block.minecraft.tube_coral_wall_fan,Tube Coral Wall Fan,Tube Coral Wall Fan
block.minecraft.brain_coral_wall_fan,Brain Coral Wall Fan,Brain Coral Wall Fan
block.minecraft.bubble_coral_wall_fan,Bubble Coral Wall Fan,Bubble Coral Wall Fan
block.minecraft.fire_coral_wall_fan,Fire Coral Wall Fan,Fire Coral Wall Fan
block.minecraft.horn_coral_wall_fan,Horn Coral Wall Fan,Horn Coral Wall Fan
block.minecraft.dead_tube_coral_wall_fan,Dead Tube Coral Wall Fan,Dead Tube Coral Wall Fan
block.minecraft.dead_brain_coral_wall_fan,Dead Brain Coral Wall Fan,Dead Brain Coral Wall Fan
block.minecraft.dead_bubble_coral_wall_fan,Dead Bubble Coral Wall Fan,Dead Bubble Coral Wall Fan
block.minecraft.dead_fire_coral_wall_fan,Dead Fire Coral Wall Fan,Dead Fire Coral Wall Fan
block.minecraft.dead_horn_coral_wall_fan,Dead Horn Coral Wall Fan,Dead Horn Coral Wall Fan
block.minecraft.loom,Loom,texomaxine
block.minecraft.conduit,Conduit,kanaler
block.minecraft.bamboo,Bamboo,banse
block.minecraft.bamboo_sapling,Bamboo Sapling,Bamboo Sapling
block.minecraft.jigsaw,Jigsaw Block,bloke da parcografe
block.minecraft.composter,Composter,tarjer da biyocaniver
block.minecraft.polished_granite_stairs,Polished Granite Stairs,Polished Granite Stairs
block.minecraft.smooth_red_sandstone_stairs,Smooth Red Sandstone Stairs,lisi kirmi regi petri eskale
block.minecraft.mossy_stone_brick_stairs,Mossy Stone Brick Stairs,Mossy Stone Brick Stairs
block.minecraft.polished_diorite_stairs,Polished Diorite Stairs,Polished Diorite Stairs
block.minecraft.mossy_cobblestone_stairs,Mossy Cobblestone Stairs,Mossy Cobblestone Stairs
block.minecraft.end_stone_brick_stairs,End Stone Brick Stairs,End Stone Brick Stairs
block.minecraft.stone_stairs,Stone Stairs,petri eskale
block.minecraft.smooth_sandstone_stairs,Smooth Sandstone Stairs,lisi regi petri eskale
block.minecraft.smooth_quartz_stairs,Smooth Quartz Stairs,Smooth Quartz Stairs
block.minecraft.granite_stairs,Granite Stairs,Granite Stairs
block.minecraft.andesite_stairs,Andesite Stairs,Andesite Stairs
block.minecraft.red_nether_brick_stairs,Red Nether Brick Stairs,kirmi Nether Brick Stairs
block.minecraft.polished_andesite_stairs,Polished Andesite Stairs,Polished Andesite Stairs
block.minecraft.diorite_stairs,Diorite Stairs,Diorite Stairs
block.minecraft.polished_granite_slab,Polished Granite Slab,Polished Granite Slab
block.minecraft.smooth_red_sandstone_slab,Smooth Red Sandstone Slab,Smooth kirmi Sandstone Slab
block.minecraft.mossy_stone_brick_slab,Mossy Stone Brick Slab,Mossy Stone Brick Slab
block.minecraft.polished_diorite_slab,Polished Diorite Slab,Polished Diorite Slab
block.minecraft.mossy_cobblestone_slab,Mossy Cobblestone Slab,Mossy Cobblestone Slab
block.minecraft.end_stone_brick_slab,End Stone Brick Slab,End Stone Brick Slab
block.minecraft.smooth_sandstone_slab,Smooth Sandstone Slab,Smooth Sandstone Slab
block.minecraft.smooth_quartz_slab,Smooth Quartz Slab,Smooth Quartz Slab
block.minecraft.granite_slab,Granite Slab,Granite Slab
block.minecraft.andesite_slab,Andesite Slab,Andesite Slab
block.minecraft.red_nether_brick_slab,Red Nether Brick Slab,kirmi Nether Brick Slab
block.minecraft.polished_andesite_slab,Polished Andesite Slab,Polished Andesite Slab
block.minecraft.diorite_slab,Diorite Slab,Diorite Slab
block.minecraft.brick_wall,Brick Wall,Brick Wall
block.minecraft.prismarine_wall,Prismarine Wall,Prismarine Wall
block.minecraft.red_sandstone_wall,Red Sandstone Wall,kirmi regi petri wale
block.minecraft.mossy_stone_brick_wall,Mossy Stone Brick Wall,Mossy Stone Brick Wall
block.minecraft.granite_wall,Granite Wall,Granite Wall
block.minecraft.stone_brick_wall,Stone Brick Wall,Stone Brick Wall
block.minecraft.nether_brick_wall,Nether Brick Wall,Nether Brick Wall
block.minecraft.andesite_wall,Andesite Wall,Andesite Wall
block.minecraft.red_nether_brick_wall,Red Nether Brick Wall,kirmi Nether Brick Wall
block.minecraft.sandstone_wall,Sandstone Wall,regi petri wale
block.minecraft.end_stone_brick_wall,End Stone Brick Wall,End Stone Brick Wall
block.minecraft.diorite_wall,Diorite Wall,Diorite Wall
block.minecraft.barrel,Barrel,tong
block.minecraft.smoker,Smoker,dumaner
block.minecraft.blast_furnace,Blast Furnace,Blast Furnace
block.minecraft.cartography_table,Cartography Table,kartografi meze
block.minecraft.fletching_table,Fletching Table,fleci meze
block.minecraft.smithing_table,Smithing Table,metalojangi meze
block.minecraft.grindstone,Grindstone,molopetre
block.minecraft.lectern,Lectern,dugi meze
block.minecraft.stonecutter,Stonecutter,petrokater
block.minecraft.bell,Bell,danger
block.minecraft.ominous_banner,Ominous Banner,bandere da mal sinye
block.minecraft.lantern,Lantern,lantene
block.minecraft.sweet_berry_bush,Sweet Berry Bush,Sweet Berry Bush
block.minecraft.campfire,Campfire,kampopire
block.minecraft.beehive,Beehive,Beehive
block.minecraft.bee_nest,Bee Nest,Bee Nest
block.minecraft.honey_block,Honey Block,bloke da mele
block.minecraft.honeycomb_block,Honeycomb Block,Honeycomb Block
item.minecraft.name_tag,Name Tag,Name Tag
item.minecraft.lead,Lead,lidokorde
item.minecraft.iron_shovel,Iron Shovel,feri bele
item.minecraft.iron_pickaxe,Iron Pickaxe,feri pike
item.minecraft.iron_axe,Iron Axe,feri futawe
item.minecraft.flint_and_steel,Flint and Steel,kaixer da pire
item.minecraft.apple,Apple,aple
item.minecraft.cookie,Cookie,biskute
item.minecraft.bow,Bow,arke
item.minecraft.arrow,Arrow,flece
item.minecraft.spectral_arrow,Spectral Arrow,Spectral Arrow
item.minecraft.tipped_arrow,Tipped Arrow,flece da rezulte
item.minecraft.dried_kelp,Dried Kelp,Dried Kelp
item.minecraft.coal,Coal,karbone
item.minecraft.charcoal,Charcoal,moki karbone
item.minecraft.diamond,Diamond,almase
item.minecraft.emerald,Emerald,zumurude
item.minecraft.iron_ingot,Iron Ingot,feri batone
item.minecraft.gold_ingot,Gold Ingot,auri batone
item.minecraft.iron_sword,Iron Sword,feri katane
item.minecraft.wooden_sword,Wooden Sword,moki katane
item.minecraft.wooden_shovel,Wooden Shovel,moki bele
item.minecraft.wooden_pickaxe,Wooden Pickaxe,moki pike
item.minecraft.wooden_axe,Wooden Axe,moki futawe
item.minecraft.stone_sword,Stone Sword,petri katane
item.minecraft.stone_shovel,Stone Shovel,petri bele
item.minecraft.stone_pickaxe,Stone Pickaxe,petri pike
item.minecraft.stone_axe,Stone Axe,petri futawe
item.minecraft.diamond_sword,Diamond Sword,almasi katane
item.minecraft.diamond_shovel,Diamond Shovel,almasi bele
item.minecraft.diamond_pickaxe,Diamond Pickaxe,almasi pike
item.minecraft.diamond_axe,Diamond Axe,almasi futawe
item.minecraft.stick,Stick,batone
item.minecraft.bowl,Bowl,basene
item.minecraft.mushroom_stew,Mushroom Stew,Mushroom Stew
item.minecraft.golden_sword,Golden Sword,auri katane
item.minecraft.golden_shovel,Golden Shovel,auri bele
item.minecraft.golden_pickaxe,Golden Pickaxe,auri pike
item.minecraft.golden_axe,Golden Axe,auri futawe
item.minecraft.string,String,korde
item.minecraft.feather,Feather,pere
item.minecraft.gunpowder,Gunpowder,barude
item.minecraft.wooden_hoe,Wooden Hoe,moki sape
item.minecraft.stone_hoe,Stone Hoe,petri sape
item.minecraft.iron_hoe,Iron Hoe,feri sape
item.minecraft.diamond_hoe,Diamond Hoe,almasi sape
item.minecraft.golden_hoe,Golden Hoe,auri sape
item.minecraft.wheat_seeds,Wheat Seeds,gadumi seme
item.minecraft.pumpkin_seeds,Pumpkin Seeds,Pumpkin Seeds
item.minecraft.melon_seeds,Melon Seeds,arbuzi seme
item.minecraft.melon_slice,Melon Slice,arbuzi parce
item.minecraft.wheat,Wheat,gandume
item.minecraft.bread,Bread,pang
item.minecraft.leather_helmet,Leather Cap,pili tope
item.minecraft.leather_chestplate,Leather Tunic,pili kamise
item.minecraft.leather_leggings,Leather Pants,pili pantalone
item.minecraft.leather_boots,Leather Boots,pili bute
item.minecraft.chainmail_helmet,Chainmail Helmet,silsili helme
item.minecraft.chainmail_chestplate,Chainmail Chestplate,silsili sinoplate
item.minecraft.chainmail_leggings,Chainmail Leggings,silsili pantalone
item.minecraft.chainmail_boots,Chainmail Boots,silsili bute
item.minecraft.iron_helmet,Iron Helmet,feri helme
item.minecraft.iron_chestplate,Iron Chestplate,feri sinoplate
item.minecraft.iron_leggings,Iron Leggings,feri pantalone
item.minecraft.iron_boots,Iron Boots,feri bute
item.minecraft.diamond_helmet,Diamond Helmet,almasi helme
item.minecraft.diamond_chestplate,Diamond Chestplate,almasi sinoplate
item.minecraft.diamond_leggings,Diamond Leggings,almasi pantalone
item.minecraft.diamond_boots,Diamond Boots,almasi bute
item.minecraft.golden_helmet,Golden Helmet,auri helme
item.minecraft.golden_chestplate,Golden Chestplate,auri sinoplate
item.minecraft.golden_leggings,Golden Leggings,auri pantalone
item.minecraft.golden_boots,Golden Boots,auri bute
item.minecraft.flint,Flint,piropetre
item.minecraft.porkchop,Raw Porkchop,gurubi manse
item.minecraft.cooked_porkchop,Cooked Porkchop,kuki gurubi manse
item.minecraft.chicken,Raw Chicken,kokodi manse
item.minecraft.cooked_chicken,Cooked Chicken,kuki kokodi manse
item.minecraft.mutton,Raw Mutton,mehi manse
item.minecraft.cooked_mutton,Cooked Mutton,kuki mehi manse
item.minecraft.rabbit,Raw Rabbit,tuzi manse
item.minecraft.cooked_rabbit,Cooked Rabbit,kuki tuzi manse
item.minecraft.rabbit_stew,Rabbit Stew,tuzi supe
item.minecraft.rabbit_foot,Rabbit's Foot,tuzi fute
item.minecraft.rabbit_hide,Rabbit Hide,tuzi pile
item.minecraft.beef,Raw Beef,muhi manse
item.minecraft.cooked_beef,Steak,kuki muhi manse
item.minecraft.painting,Painting,pentia
item.minecraft.item_frame,Item Frame,freme da vute
item.minecraft.golden_apple,Golden Apple,auri aple
item.minecraft.enchanted_golden_apple,Enchanted Golden Apple,magi auri aple
item.minecraft.sign,Sign,sinye
item.minecraft.bucket,Bucket,balde
item.minecraft.water_bucket,Water Bucket,balde da suy
item.minecraft.lava_bucket,Lava Bucket,balde da yongopetre
item.minecraft.pufferfish_bucket,Bucket of Pufferfish,Bucket of Pufferfish
item.minecraft.salmon_bucket,Bucket of Salmon,Bucket of Salmon
item.minecraft.cod_bucket,Bucket of Cod,Bucket of Cod
item.minecraft.tropical_fish_bucket,Bucket of Tropical Fish,Bucket of Tropical Fish
item.minecraft.minecart,Minecart,guhogare
item.minecraft.saddle,Saddle,side da guhe
item.minecraft.redstone,Redstone Dust,Redstone Dust
item.minecraft.snowball,Snowball,himobol
item.minecraft.oak_boat,Oak Boat,Oak Boat
item.minecraft.spruce_boat,Spruce Boat,Spruce Boat
item.minecraft.birch_boat,Birch Boat,Birch Boat
item.minecraft.jungle_boat,Jungle Boat,Jungle Boat
item.minecraft.acacia_boat,Acacia Boat,Acacia Boat
item.minecraft.dark_oak_boat,Dark Oak Boat,Dark Oak Boat
item.minecraft.leather,Leather,pile
item.minecraft.milk_bucket,Milk Bucket,balde da milke
item.minecraft.brick,Brick,Brick
item.minecraft.clay_ball,Clay,Clay
item.minecraft.paper,Paper,kagaze
item.minecraft.book,Book,buke
item.minecraft.slime_ball,Slimeball,Slimeball
item.minecraft.chest_minecart,Minecart with Chest,guhogare e sanduke
item.minecraft.furnace_minecart,Minecart with Furnace,guhogare e tanure
item.minecraft.tnt_minecart,Minecart with TNT,Minecart with TNT
item.minecraft.hopper_minecart,Minecart with Hopper,guhogare e liwokope
item.minecraft.command_block_minecart,Minecart with Command Block,guhogare e bloke da komande
item.minecraft.egg,Egg,ande
item.minecraft.compass,Compass,pontopine
item.minecraft.fishing_rod,Fishing Rod,batone da saida fixe
item.minecraft.clock,Clock,reloje
item.minecraft.glowstone_dust,Glowstone Dust,Glowstone fune
item.minecraft.cod,Raw Cod,Raw Cod
item.minecraft.salmon,Raw Salmon,Raw Salmon
item.minecraft.pufferfish,Pufferfish,Pufferfish
item.minecraft.tropical_fish,Tropical Fish,Tropical Fish
item.minecraft.cooked_cod,Cooked Cod,Cooked Cod
item.minecraft.cooked_salmon,Cooked Salmon,Cooked Salmon
item.minecraft.music_disc_13,Music Disc,musikodiske
item.minecraft.music_disc_cat,Music Disc,musikodiske
item.minecraft.music_disc_blocks,Music Disc,musikodiske
item.minecraft.music_disc_chirp,Music Disc,musikodiske
item.minecraft.music_disc_far,Music Disc,musikodiske
item.minecraft.music_disc_mall,Music Disc,musikodiske
item.minecraft.music_disc_mellohi,Music Disc,musikodiske
item.minecraft.music_disc_stal,Music Disc,musikodiske
item.minecraft.music_disc_strad,Music Disc,musikodiske
item.minecraft.music_disc_ward,Music Disc,musikodiske
item.minecraft.music_disc_11,Music Disc,musikodiske
item.minecraft.music_disc_wait,Music Disc,musikodiske
item.minecraft.music_disc_13.desc,C418 - 13,C418 - 13
item.minecraft.music_disc_cat.desc,C418 - cat,C418 - cat
item.minecraft.music_disc_blocks.desc,C418 - blocks,C418 - blocks
item.minecraft.music_disc_chirp.desc,C418 - chirp,C418 - chirp
item.minecraft.music_disc_far.desc,C418 - far,C418 - far
item.minecraft.music_disc_mall.desc,C418 - mall,C418 - mall
item.minecraft.music_disc_mellohi.desc,C418 - mellohi,C418 - mellohi
item.minecraft.music_disc_stal.desc,C418 - stal,C418 - stal
item.minecraft.music_disc_strad.desc,C418 - strad,C418 - strad
item.minecraft.music_disc_ward.desc,C418 - ward,C418 - ward
item.minecraft.music_disc_11.desc,C418 - 11,C418 - 11
item.minecraft.music_disc_wait.desc,C418 - wait,C418 - wait
item.minecraft.bone,Bone,oste
item.minecraft.ink_sac,Ink Sac,mogosake
item.minecraft.red_dye,Red Dye,kirmi rangomate
item.minecraft.green_dye,Green Dye,lugi rangomate
item.minecraft.cocoa_beans,Cocoa Beans,kakawodowe
item.minecraft.lapis_lazuli,Lapis Lazuli,Lapis Lazuli
item.minecraft.purple_dye,Purple Dye,violeti rangomate
item.minecraft.cyan_dye,Cyan Dye,ciani rangomate
item.minecraft.light_gray_dye,Light Gray Dye,mirdo huyorangi rangomate
item.minecraft.gray_dye,Gray Dye,huyorangi rangomate
item.minecraft.pink_dye,Pink Dye,rozorangi rangomate
item.minecraft.lime_dye,Lime Dye,Lime rangomate
item.minecraft.yellow_dye,Yellow Dye,limonorangi rangomate
item.minecraft.light_blue_dye,Light Blue Dye,samanonili rangomate
item.minecraft.magenta_dye,Magenta Dye,majenti rangomate
item.minecraft.orange_dye,Orange Dye,oranji rangomate
item.minecraft.bone_meal,Bone Meal,Bone Meal
item.minecraft.blue_dye,Blue Dye,nili rangomate
item.minecraft.black_dye,Black Dye,cerni rangomate
item.minecraft.brown_dye,Brown Dye,bruni rangomate
item.minecraft.white_dye,White Dye,baki rangomate
item.minecraft.sugar,Sugar,xukare
block.minecraft.black_bed,Black Bed,cerni bede
block.minecraft.red_bed,Red Bed,kirmi bede
block.minecraft.green_bed,Green Bed,lugi bede
block.minecraft.brown_bed,Brown Bed,bruni bede
block.minecraft.blue_bed,Blue Bed,nili bede
block.minecraft.purple_bed,Purple Bed,violeti bede
block.minecraft.cyan_bed,Cyan Bed,ciani bede
block.minecraft.light_gray_bed,Light Gray Bed,mirdo huyorangi bede
block.minecraft.gray_bed,Gray Bed,huyorangi bede
block.minecraft.pink_bed,Pink Bed,rozorangi bede
block.minecraft.lime_bed,Lime Bed,Lime bede
block.minecraft.yellow_bed,Yellow Bed,limonorangi bede
block.minecraft.light_blue_bed,Light Blue Bed,samanonili bede
block.minecraft.magenta_bed,Magenta Bed,majenti bede
block.minecraft.orange_bed,Orange Bed,orangji bede
block.minecraft.white_bed,White Bed,baki bede
block.minecraft.repeater,Redstone Repeater,Redstone reper
block.minecraft.comparator,Redstone Comparator,Redstone parer
item.minecraft.filled_map,Map,karte
item.minecraft.shears,Shears,makase
item.minecraft.rotten_flesh,Rotten Flesh,pudi manse
item.minecraft.ender_pearl,Ender Pearl,finolule
item.minecraft.blaze_rod,Blaze Rod,batone da ifrite
item.minecraft.ghast_tear,Ghast Tear,Ghast Tear
item.minecraft.nether_wart,Nether Wart,Nether Wart
item.minecraft.potion,Potion,medikosuy
item.minecraft.splash_potion,Splash Potion,lancabli medikosuy
item.minecraft.lingering_potion,Lingering Potion,laxabli medikosuy
item.minecraft.end_crystal,End Crystal,End Crystal
item.minecraft.gold_nugget,Gold Nugget,auri tike
item.minecraft.glass_bottle,Glass Bottle,kancobotole
item.minecraft.spider_eye,Spider Eye,aranokan
item.minecraft.fermented_spider_eye,Fermented Spider Eye,biyomuti arani kane
item.minecraft.blaze_powder,Blaze Powder,fune da ifrite
item.minecraft.magma_cream,Magma Cream,pastopetri kreme
item.minecraft.cauldron,Cauldron,dayovaze
item.minecraft.brewing_stand,Brewing Stand,libobaze da kukia
item.minecraft.ender_eye,Eye of Ender,kan da finia
item.minecraft.glistering_melon_slice,Glistering Melon Slice,Glistering Melon Slice
item.minecraft.bat_spawn_egg,Bat Spawn Egg,Bat Spawn Egg
item.minecraft.bee_spawn_egg,Bee Spawn Egg,vespozayisande
item.minecraft.blaze_spawn_egg,Blaze Spawn Egg,ifritozayisande
item.minecraft.cat_spawn_egg,Cat Spawn Egg,mawozayisande
item.minecraft.cave_spider_spawn_egg,Cave Spider Spawn Egg,guharanozayisande
